Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,OnlineSecurity,StreamingTV,StreamingMovies,MonthlyCharge,Bandwidth_GB_Year,InternetService_DSL,InternetService_Fiber Optic
3085,3,43,5508.83,1,12.86713,14,0,0,0,1,192.4705,807.7008528,0,1
34488,1,30,25035.79,0,13.77917,13,2,0,0,1,174.9699,4194.277707,1,0
7462,9,33,74023.61,1,6.823241689,13,3,1,1,0,152.479779,1257.485285,0,1
124,1,58,31973.73,0,10.86371,12,0,1,1,0,154.9618,5824.155057,1,0
3735,1,55,60744.3,0,4.923971,13,0,1,1,0,219.9902,5431.357184,0,1
13112,1,42,12411.88,0,10.94484319,12,0,1,0,0,152.510442,1251.289889,1,0
17823,1,63,19048.13,1,11.27443693,18,2,0,1,1,200.132293,1120.241472,1,0
12895,1,23,70968.23,0,3.504693,14,0,0,1,0,184.9496,6428.811386,1,0
2430,5,28,82784.14,0,8.923752,17,0,0,0,0,147.4601,5753.824737,0,1
892,1,58,26005.77,0,12.07226102,13,1,1,0,1,182.465269,2346.143947,0,1
4710,1,55,13556.03,0,8.981202,12,0,0,0,0,114.9838,5994.045373,0,0
31102,2,77,54548.92,0,9.987264,12,1,1,1,1,210.127,5536.195731,0,1
188,5,30,71530.36,0,12.42391,13,0,0,1,0,149.9621,4608.31316,0,1
4089,0,53,39557.83,0,5.923618,16,0,1,0,0,159.9875,1689.115275,0,1
221,0,84,2635.94,0,10.49267,13,0,0,1,0,204.9496,4395.076801,0,1
3802,1,57,19275.26,0,9.852096,7,1,0,0,0,169.9928,957.1118873,0,1
4476,0,47,125814.88,1,10.74539526,10,0,0,0,1,139.965008,1162.332926,1,0
715,1,80,63095.62,1,10.88047174,15,1,1,1,1,270.160419,2335.130986,1,0
925,2,64,17542.52,0,6.726676,9,0,0,0,1,194.9992,1240.679237,0,0
7762,1,51,78311.31,0,15.72132,18,0,0,1,0,117.4392,6121.797944,1,0
1665,1,83,44241.07,0,13.18243,7,3,1,1,0,132.466,1655.225461,1,0
27613,4,58,33690.02,0,11.61319,13,0,0,1,1,240.1149,5527.671776,0,1
883,0,61,13463.55,0,11.24384,13,0,1,0,0,175.0062,5083.028968,1,0
109,1,40,20414.07,0,6.743431946,12,1,0,1,0,139.981577,2370.184448,0,0
129,4,45,63252.08,0,11.55712,9,1,1,1,1,225.1457,6741.094654,1,0
59,2,63,37749.42,1,13.5599,10,2,0,1,0,159.9349,1389.232023,0,1
1848,3,58,49350.86,1,12.50834927,8,1,0,0,1,194.952509,2346.894471,1,0
6815,0,51,32663.78,0,14.43716,15,1,1,1,1,202.65,6770.315596,1,0
6635,3,84,4850.34,0,7.233971,13,0,1,1,0,152.466,4149.007278,0,1
4839,1,52,28613.3,0,11.51231,20,1,0,1,1,242.6143,5114.637099,0,1
6917,4,42,6790.51,0,11.00941,16,1,1,0,0,127.482,5267.174112,0,1
442,1,35,115520.53,0,14.59968721,9,2,1,0,0,149.99153,1144.495358,0,1
1306,3,47,34638.98,1,13.91424,12,1,0,1,1,207.6094,1227.038436,0,1
3039,1,56,44939.51,0,9.523934,13,1,0,0,0,124.9643,5448.851036,0,1
180,1,54,9080.2,0,11.64143982,11,0,1,0,1,162.482694,907.2094936,0,1
16249,4,40,32935.41,0,13.54555,11,0,1,1,1,210.127,5673.309041,0,1
724,8,60,46550.44,0,13.44192,13,1,1,1,1,235.1591,5876.124132,0,1
9379,0,53,18544.26,0,10.12368,14,1,1,0,1,187.4974,6069.26126,1,0
32259,1,72,72654.19,0,11.40682,12,3,0,0,1,159.965,3798.956979,0,1
3351,2,30,39223.71,0,7.771673,12,1,0,1,0,192.4404,5852.299578,0,1
84,1,37,12125.2,0,2.864423,9,1,1,0,1,152.5022,6457.248707,0,0
8142,2,49,13638.46,0,10.74715,11,1,1,0,1,184.9785,5651.568466,0,1
77,0,26,39573.48,0,10.97923,13,0,0,1,1,220.1185,5978.883731,0,1
2879,0,20,39603.42,1,10.19664,12,2,1,0,0,159.9875,877.2126863,0,1
148,1,74,29305.13,0,11.25577,14,0,1,0,0,127.5112,5791.217393,0,0
2479,2,87,29812.92,0,6.988268456,12,0,1,0,0,162.500692,984.2036034,0,1
1875,3,78,21708.36,0,10.18198,15,2,1,1,1,190.1737,1140.769093,0,0
6197,0,74,71373.4,1,12.51035,11,1,0,1,1,252.624,662.5967184,0,1
41454,4,74,47188.49,0,12.06297,14,0,0,0,0,114.9509,6204.366661,1,0
12911,2,73,97463.9,0,7.1972748,16,0,0,0,0,169.992756,695.0510444,0,1
260,0,42,23360.41,0,7.53133,13,0,0,0,0,112.4551,321.8958659,0,1
1144,0,24,65243.76,0,10.70987,7,1,0,0,1,182.447,5789.412751,0,1
227,3,60,41164.66,0,8.392515,13,1,1,1,1,257.6513,6959.755373,1,0
1353,1,28,48448.03,1,9.823796,10,2,1,1,1,277.6375,1282.671616,0,1
28633,4,40,22390.15,1,9.873985217,9,2,1,1,1,190.159922,1887.197833,0,0
3766,1,39,43859.06,0,10.99491,9,1,0,0,1,159.965,577.1681107,0,1
153,1,52,7019.0,0,6.239127,10,1,1,0,0,149.9778,458.7691639,0,1
79276,3,85,18788.66,0,15.34353703,14,1,0,1,0,192.440432,1150.450972,0,1
107,0,55,24164.69,1,11.71123,15,2,0,0,0,159.983,990.4553964,0,1
384,1,36,35357.64,1,10.94456682,13,1,0,0,1,182.446995,682.9095847,0,1
8979,1,41,58545.72,0,7.854625,14,0,0,1,0,164.967,5888.45156,1,0
46,1,68,25819.56,1,7.298432418,12,1,0,1,1,245.146969,1762.075547,1,0
18828,8,45,39569.58,0,9.330391,12,1,1,0,1,117.4835,1806.59355,0,0
1672,0,25,33781.57,0,8.008878,16,1,0,1,0,172.4579,5453.05668,0,1
32737,1,67,67334.21,0,8.552474,13,2,1,1,0,172.4624,5753.311311,0,1
58,3,25,16960.17,0,11.70669,14,2,0,1,0,182.4676,4672.740002,0,1
30781,4,61,72129.01,1,10.4523599,15,1,0,1,1,267.642733,1803.917571,1,0
1206,2,32,71596.14,0,8.6026551,11,0,1,0,0,195.006206,631.7435653,0,1
7263,0,65,18833.25,0,9.430403,15,1,1,1,1,235.1884,4979.327874,0,0
21854,0,51,55977.42,0,5.357361,14,2,0,0,1,194.9992,4966.605582,0,0
24780,2,40,152131.7,1,8.383382,9,2,1,0,1,162.4689,1864.692477,0,1
4066,0,51,61269.37,0,6.938827,13,0,0,1,1,242.6435,4967.50972,0,0
4242,6,21,43308.59,0,8.898668,10,0,1,1,0,164.9889,4713.388987,0,1
51275,3,23,32499.82,0,10.37854,13,0,1,0,0,162.497,5760.882737,1,0
683,1,63,45562.92,1,9.844484181,13,1,1,0,1,184.978458,1597.578464,0,1
8225,0,83,23567.27,0,8.758616,13,0,0,1,1,230.1051,885.0263451,0,1
702,0,85,29348.16,1,8.954899011,14,1,1,0,0,142.500692,747.9301328,1,0
1117,2,32,31540.93,0,9.653612,5,0,0,0,1,114.9658,1398.161322,0,0
6428,3,82,14875.78,0,3.774342,12,2,0,0,1,194.9525,5616.467158,1,0
391,1,63,34580.07,0,14.8692,9,1,0,1,1,232.624,6298.280809,1,0
335,1,59,35226.26,0,9.577623408,18,0,0,0,1,204.979684,1348.141984,0,1
1656,3,23,13467.7,0,5.142512,8,1,1,1,1,245.1457,6447.175354,0,1
159,1,58,36569.31,0,9.20179,13,1,1,0,0,137.4978,4401.494135,0,0
27766,4,56,49150.41,0,13.19067,16,0,0,0,1,214.9663,1019.501584,0,1
160,1,59,1668.97,0,11.24744549,8,2,1,0,1,204.961033,673.2665835,0,1
2119,0,84,40257.72,0,9.873164,14,2,0,0,1,227.4754,4896.004846,0,1
1674,4,64,58232.67,0,7.174487,6,3,1,1,0,194.9581,6309.858431,0,1
4003,0,20,10245.51,1,7.077339857,10,0,0,1,1,220.161527,830.5471719,0,0
11910,2,56,24260.11,0,10.1263974,9,1,0,0,0,147.456419,1177.455135,1,0
30390,2,33,57149.88,1,16.86536,17,1,1,1,1,225.1457,7014.911451,1,0
9692,1,63,43369.94,1,8.7759,15,3,0,0,1,147.4421,645.1544646,0,1
1121,2,65,29315.85,0,7.238963,14,0,0,1,1,232.6707,6139.355865,0,0
424,1,31,59814.41,0,4.794991,15,0,0,1,1,232.6378,6369.536182,1,0
198,1,78,10767.15,1,14.57387887,13,0,1,0,1,197.516854,704.7552669,0,0
63,3,82,26633.0,0,10.40270813,10,0,0,1,0,127.458638,1639.197703,0,0
37527,1,63,23662.64,0,4.615568,9,0,0,0,0,192.4885,4218.975069,0,1
6673,2,39,10269.12,0,7.265188,16,3,1,0,0,129.9778,6251.354682,1,0
2762,1,32,85844.61,0,13.2872,6,0,1,0,0,195.0062,5338.013529,0,1
51667,1,84,10457.56,0,9.818493,8,1,0,1,1,210.138,1276.902314,0,0
540,1,76,22935.18,0,11.97204,13,2,0,0,0,92.45514,2063.325487,1,0
560,2,67,66644.71,0,7.264292,10,2,0,0,0,169.9928,4932.256357,0,1
110,8,71,29226.84,0,7.627174,15,1,1,1,0,165.0182,4652.792551,0,0
285,0,82,19329.4,1,6.945119,8,1,0,1,1,275.1336,4546.718887,0,1
22096,1,76,59188.01,0,9.99135,11,1,1,0,0,127.525,5506.82644,0,0
647,4,37,43765.92,0,13.38997772,11,0,0,0,0,137.487242,1283.266496,0,1
1227,7,89,93936.05,0,12.63119,14,1,1,1,1,232.6228,1436.945723,0,1
41151,0,60,33554.51,0,10.92276,14,0,1,0,1,194.9744,5971.766968,0,1
48382,2,42,33146.51,0,8.646262,14,0,0,0,0,114.9838,4814.158709,0,0
28,0,22,14612.3,1,13.17154,12,1,1,0,1,184.9785,1053.952202,0,1
52802,0,59,50956.85,0,6.436661,14,1,0,0,0,192.4885,5461.972077,0,1
11174,1,22,32064.16,0,2.920273,8,1,1,1,1,277.6513,6413.546906,0,1
19393,0,25,6228.97,1,13.53181,11,0,1,0,1,174.9882,1058.572083,1,0
1003,0,25,30664.56,1,9.580144161,13,4,0,1,1,240.114868,2059.200998,0,1
2421,4,32,25712.78,0,7.390473,11,0,0,1,1,220.1185,2157.669912,0,1
55623,3,47,2260.89,1,9.632999,16,0,1,1,1,210.127,1526.714907,0,1
1368,0,89,33004.0,1,6.995567,14,0,0,1,0,184.9634,866.6314272,1,0
582,1,78,119968.61,1,8.993783986,7,3,1,1,0,184.985293,1564.936841,0,1
1851,2,41,18046.41,1,10.04183,11,1,1,0,1,184.9939,688.2220572,0,0
13061,1,85,8667.17,0,10.18947,17,1,0,1,1,242.6573,6020.902258,0,0
1711,9,64,56884.01,0,14.96457,12,2,0,1,1,187.6094,6806.914428,1,0
2755,1,82,44373.59,0,6.53143,17,0,0,0,1,127.4421,6107.121136,1,0
1554,4,29,23676.96,1,8.343598,15,0,1,0,0,149.9915,540.3210772,0,1
867,0,79,67789.18,0,7.886543,10,1,1,0,0,137.4686,5328.678277,0,1
16305,3,80,25945.22,0,7.080619,13,1,0,1,0,182.4676,5874.695874,0,1
613,1,84,48376.42,1,8.55142407,10,1,0,1,1,255.119794,2158.332479,1,0
3574,2,83,17280.24,1,10.65786656,11,1,1,1,1,277.651257,2195.914801,0,1
11629,1,55,40877.0,1,9.082762,11,2,0,1,1,240.1149,2064.732863,0,1
4401,1,83,50518.01,0,11.20001,7,0,1,1,0,132.5127,5659.754528,0,0
1922,0,55,37680.14,1,8.306336,14,2,1,1,0,184.9715,1219.381518,0,1
13247,0,35,12366.54,0,11.99198,11,3,0,0,1,179.9476,6087.466768,0,1
165,1,58,65626.75,1,8.989241,14,0,0,1,1,232.624,4708.54891,1,0
12181,2,52,41490.64,0,11.92776,17,2,1,1,0,132.5127,5208.893265,0,0
188,2,19,13240.53,0,6.921566,12,0,0,0,0,79.97886,4798.898882,0,0
8469,2,36,38883.92,1,14.67215,6,2,0,0,1,172.4567,1757.468385,1,0
872,0,89,22554.89,0,2.269867,13,1,0,1,0,162.5005,4431.684055,0,0
547,0,22,43147.9,0,9.462909,13,0,1,0,0,127.4783,6070.299747,1,0
9627,0,29,36415.41,1,5.620259,13,0,1,0,1,164.9647,1221.36675,1,0
141,3,19,13474.86,1,4.41554,13,0,0,1,1,207.6094,1472.144905,0,1
22795,2,19,18088.03,1,8.008225,15,2,0,1,1,187.656,1749.384846,0,0
23666,1,22,15380.9,0,8.535578793,12,1,0,0,0,127.460067,1155.782468,1,0
35,0,83,54466.33,0,8.834079073,17,0,0,0,0,124.97808,529.40733,0,1
9852,0,48,65583.82,0,16.97035,12,1,0,1,1,197.6288,6098.13029,0,0
25578,7,49,40633.4,1,12.48749,12,2,0,1,1,212.6415,1569.607544,1,0
60476,8,40,35016.3,0,13.10714,12,0,0,0,1,127.4887,5743.678257,0,0
14534,2,34,65540.61,0,6.674303144,5,0,0,1,1,220.118516,1857.957041,0,1
340,2,24,22328.75,0,7.513493,11,0,1,1,0,177.4945,5759.875218,1,0
182,0,42,30928.21,1,13.92957,13,3,0,1,0,137.4392,638.0977736,0,1
129,0,24,111497.4,0,14.96409,13,2,0,1,1,245.147,6368.414019,1,0
807,2,89,56462.8,1,11.82888,9,0,1,1,0,155.0084,4520.861055,0,0
32603,0,87,63284.16,0,9.803905459,16,1,0,0,0,124.993537,684.6318529,0,0
39,0,20,97729.46,0,14.77266,9,2,0,0,0,149.9928,5553.7371,1,0
191,0,73,87527.27,1,11.90177,11,2,0,0,1,172.5034,1570.995815,0,0
7715,3,24,1263.57,1,11.58924,11,0,0,1,0,169.9447,1278.614923,0,1
33240,0,51,33535.84,0,10.50958,10,2,0,0,0,179.9794,5640.714867,0,1
22840,1,35,20827.61,1,13.75238289,11,0,0,1,1,230.105118,895.2266874,0,1
9434,3,75,28520.32,1,13.74777955,15,1,1,0,1,162.511928,870.76398,0,0
1596,2,30,5850.56,1,9.883677574,9,1,0,0,1,194.966286,1503.682743,1,0
7430,0,43,37218.44,0,10.03651,12,0,0,0,1,162.4937,1622.823317,0,0
23990,0,85,88744.82,0,9.344924,14,0,0,0,0,92.48802,5430.296923,0,0
2479,3,37,16749.24,0,7.749499,21,0,0,0,1,214.9525,1072.590755,0,1
1274,2,28,19948.12,0,5.529764,15,2,0,0,0,112.4551,3095.105954,0,1
1544,0,40,35939.16,0,7.095061,8,1,0,0,0,127.4601,1123.647592,1,0
0,4,26,16592.25,0,7.090931,15,2,1,0,1,142.4827,1652.589596,1,0
16546,7,84,91001.1,1,8.284591121,8,1,0,1,1,242.628057,1649.312808,0,1
467,0,87,34209.19,0,6.413823,14,1,0,0,0,144.9607,5407.576321,0,1
1284,5,77,41756.12,0,9.018827,9,0,1,1,1,257.6513,6904.05739,1,0
8294,1,18,75193.8,0,10.13223,15,2,1,0,1,172.4555,5842.329497,0,1
103,1,58,37869.23,0,9.39907,9,1,1,0,0,107.482,1262.469988,1,0
1526,4,40,37475.72,1,7.09874,11,1,1,0,0,129.9915,1190.326671,1,0
124,6,70,9664.08,0,11.95636,11,0,0,0,1,149.9378,6448.95087,1,0
1028,1,88,63827.57,1,6.204764784,10,3,0,0,1,182.446995,486.1105716,0,1
0,1,63,85694.68,0,11.90177,8,0,1,0,0,162.497,5088.812303,1,0
22103,0,63,73510.62,0,6.722093,12,2,0,0,1,182.447,6126.890285,0,1
51117,5,41,46231.66,1,15.29874,15,1,0,1,1,207.6386,4865.980872,0,0
768,1,83,3905.36,0,4.066808,12,0,0,0,1,147.4421,5557.721713,0,1
16791,4,59,4425.26,0,9.711712,11,0,1,0,0,172.5104,773.1752584,0,1
29617,4,40,8434.43,0,10.36513,12,3,1,1,0,107.4806,5883.186087,0,0
188,1,30,6961.83,0,9.120411,11,0,1,1,0,194.9581,4453.928623,0,1
79,1,69,55322.08,0,16.23771062,10,1,0,0,0,124.97808,986.7489919,0,1
1924,1,75,48524.09,1,7.516963,15,0,0,1,1,252.624,4968.719293,0,1
921,7,57,40281.89,0,12.31332,13,0,1,1,1,245.1283,5861.769044,1,0
38597,2,62,39116.35,0,7.085401,8,1,1,1,1,257.6549,5898.163738,0,1
4223,4,74,17520.23,1,4.407345296,14,0,0,1,0,162.45383,991.7633623,1,0
11937,9,72,47341.47,0,9.528256,11,3,0,0,1,182.447,573.1171783,0,1
21095,0,81,8669.16,1,15.32731181,13,0,0,1,1,252.637807,804.3790601,0,1
6277,0,24,9964.37,0,8.334967001,14,1,0,1,1,242.657291,2422.117328,0,0
188,2,82,35786.6,0,7.857338,15,1,1,0,1,142.4689,4188.693579,1,0
2746,1,36,68597.31,0,8.631911,10,1,0,0,0,92.45514,4984.657525,1,0
353,1,56,35089.38,1,9.647132151,12,0,0,1,0,139.934918,909.6827162,1,0
34945,3,51,34722.76,1,9.013658897,12,0,0,0,1,182.460772,1039.74162,0,1
1251,0,76,23274.77,0,7.933279,10,0,1,0,0,159.9875,4581.646496,0,1
48775,4,86,74086.17,0,9.092182,15,0,0,1,1,252.624,4439.207305,0,1
4177,0,74,20882.6,0,10.78887,12,0,1,1,0,119.9897,5116.646122,0,0
54413,0,52,17228.39,0,13.96182,13,1,1,1,1,212.6228,6210.36612,1,0
2358,1,20,7598.57,1,7.14125345,17,0,1,1,1,277.651257,1482.558282,0,1
43801,0,43,12824.19,0,10.21764,11,0,1,1,0,194.9581,4429.501145,0,1
168,1,70,10514.57,0,4.773942,12,2,0,1,1,220.1185,5069.704766,0,1
94,1,51,20471.67,0,12.82303,8,1,1,0,1,217.484,1131.921,0,1
5943,4,38,73242.41,1,11.41757633,12,0,0,1,0,139.9678,1262.985557,0,0
134,1,68,7655.2,1,12.84944852,6,1,0,1,1,240.114868,764.3624669,0,1
845,0,46,9310.14,0,6.927298,16,0,1,0,1,229.9931,5766.345962,0,1
2864,1,66,14630.64,0,16.03275,13,0,0,0,0,92.5018,3739.86651,0,0
42979,1,36,40437.45,0,9.928535,12,2,0,0,0,167.4564,1190.056958,0,1
1018,1,57,36867.42,0,12.11232,12,2,0,1,0,139.9349,5583.509795,1,0
5547,3,26,14808.26,0,6.249562,15,1,1,1,1,267.6647,5254.650966,0,1
524,0,65,53684.77,0,14.39644,13,1,0,1,0,142.4713,6317.450344,1,0
861,2,89,15207.5,1,8.795566,10,1,0,1,1,255.1336,1975.678599,1,0
1551,0,63,36973.83,0,8.503805869,9,4,1,0,1,162.482694,831.1303039,0,1
1770,1,68,43797.53,1,9.718608,12,3,0,1,0,174.9768,1855.223588,1,0
325,2,74,23288.67,0,15.27908,14,0,0,0,0,137.4872,3964.578207,0,1
1399,3,64,6196.02,0,6.715052,15,0,0,0,0,92.45514,2235.623805,1,0
490,0,23,12881.49,0,10.51765,17,1,1,1,1,210.127,5659.896946,0,1
1003,4,48,13148.09,0,16.41445271,13,1,0,0,0,105.010962,1568.47416,0,0
722,1,53,30848.77,1,7.908414,5,1,1,1,1,222.6362,5768.283353,0,1
4634,0,81,58049.87,0,12.01958,8,0,1,1,0,172.4624,387.3140839,0,1
1345,2,66,30331.59,0,11.9505,10,0,1,0,1,129.9598,4815.694058,1,0
90,8,20,2246.27,1,7.662995,17,1,1,0,1,164.9785,1895.230077,1,0
1538,0,31,2682.63,0,13.54337,7,0,1,0,0,182.4833,4826.319401,0,1
2032,1,65,40835.59,0,8.848665,15,3,0,0,1,172.4705,2080.564441,1,0
53552,0,65,63033.65,1,12.91437,16,2,1,1,1,222.6326,1243.099192,1,0
9871,1,46,62785.86,1,9.817687,12,0,0,1,1,275.1336,5206.882205,0,1
12478,0,36,34999.62,0,6.706765,10,1,1,1,1,190.1737,1311.801862,0,0
2907,3,69,75598.51,0,13.44801,12,1,0,1,1,287.6427,5990.18794,0,1
18778,2,74,66489.98,0,10.70006,11,4,0,1,0,182.4676,5373.367053,0,1
33031,0,53,48137.72,0,7.829328,6,1,0,0,1,152.4742,6410.828016,1,0
0,3,25,12588.75,0,5.710563,15,1,1,0,1,130.0064,992.4933978,0,0
819,2,36,57322.77,1,16.89111923,10,1,0,1,0,192.440432,1088.288955,0,1
1994,5,41,19097.94,0,7.369412654,13,0,0,0,0,124.960655,2409.195918,1,0
29231,1,89,19680.77,0,11.31582,7,1,0,0,0,137.4836,4108.848897,1,0
4434,0,71,17620.71,0,9.372642,9,2,0,1,1,242.6143,5241.394025,0,1
29809,2,76,7377.09,1,12.84627,9,3,0,0,1,192.4705,1492.762296,0,1
7117,1,42,67040.96,0,7.530198,12,0,0,0,1,159.965,5161.84319,0,1
2164,1,48,6975.47,0,10.50011,14,1,1,0,0,149.9741,971.0579616,1,0
658,3,65,23691.5,1,6.488715,14,0,1,1,1,247.6647,1328.483312,1,0
5979,1,55,3024.35,0,11.60999,15,3,0,0,1,169.9671,5597.695081,0,0
1153,0,31,28229.96,0,8.910387,10,0,0,0,0,92.5018,4226.329148,0,0
4543,4,30,20652.62,1,10.5114,11,2,0,1,1,275.1198,1283.308128,0,1
3682,3,33,31417.33,1,12.0281501,14,0,0,1,0,194.976769,1324.164906,0,1
143,3,64,45278.46,0,8.059319,9,0,0,1,1,200.1323,4798.084751,1,0
22447,8,83,36319.34,0,14.84526,13,1,0,0,1,192.4705,5733.683956,0,1
5587,3,50,70321.71,1,12.99114,10,0,1,1,0,187.4847,967.8404944,0,1
12389,1,60,59560.13,1,7.614454,13,2,0,1,1,245.147,1760.757293,1,0
2216,2,21,71254.24,1,11.303,11,1,1,1,1,177.6508,2441.911507,0,0
15,1,50,3563.55,1,9.545907757,7,2,0,0,1,159.947583,1535.462356,1,0
230,7,23,44495.59,0,8.891296,13,3,1,1,1,212.6695,6093.079399,0,0
12727,0,67,13077.96,0,7.286688,12,2,1,1,0,172.4624,6008.369934,0,1
1686,0,81,25971.15,0,14.92648,8,1,0,0,0,127.4738,5782.589893,1,0
1276,0,28,15392.91,0,3.116499,7,0,1,1,1,222.6326,6626.798645,1,0
12886,2,18,16457.91,0,9.837532,13,1,0,0,1,159.9942,5338.721765,0,0
1630,1,59,54797.32,0,12.12235,10,2,0,0,0,172.4885,5909.655057,1,0
4480,3,50,18238.62,0,10.5694,15,2,0,1,0,139.9349,1141.442182,1,0
3263,4,50,107720.5,0,10.59942,13,1,0,0,0,92.45514,5319.904812,1,0
33735,0,54,28928.83,0,4.360031,17,0,0,1,0,174.9768,5932.349473,1,0
297,2,22,13102.29,0,4.812688,11,1,0,0,0,144.9607,4429.96209,0,1
3370,4,67,123891.9,0,11.74163,8,1,1,1,0,174.9755,1318.670361,0,1
2082,0,33,47612.31,0,13.58454,11,1,0,1,0,159.9642,5626.901599,0,0
30688,3,52,46272.07,1,10.93180592,12,1,0,1,1,220.132293,939.8765686,0,1
1702,0,87,22021.4,1,9.36669,14,1,1,0,1,194.9744,511.1215788,0,1
337,3,78,41305.01,1,10.98554,12,1,0,0,1,182.49,1146.502548,0,0
3400,3,82,16779.7,0,12.73028,15,2,0,0,1,204.9797,6274.249297,0,1
5960,1,70,24717.71,0,10.7511092,15,2,0,0,0,147.460067,246.039373,0,1
496,0,87,23375.25,0,12.60564,13,1,0,1,1,207.6094,5586.045656,0,1
12415,1,67,12963.69,0,11.54196,15,3,0,0,1,147.4713,4464.920751,0,0
1088,0,53,71215.87,1,6.702458265,13,0,1,0,1,184.978458,811.5600648,0,1
2115,4,24,87926.43,0,4.224255,11,0,0,1,0,172.4733,5284.511287,0,0
10446,1,27,21704.77,1,11.69907956,12,0,1,1,1,242.632554,800.9827661,0,1
302,1,50,72431.08,0,12.06559,14,1,0,1,1,175.1331,4855.947409,0,0
5308,0,86,43810.04,0,5.280207,17,0,0,1,0,204.9634,2573.594199,0,1
8778,0,53,15849.62,0,9.757767,12,0,0,0,0,159.9794,5468.390333,1,0
1015,1,68,34214.34,0,16.2496,13,0,0,0,0,149.9928,3614.976172,1,0
51447,1,46,37838.55,0,8.918474,7,0,0,1,0,127.4586,971.0087147,0,0
11173,4,70,18608.64,0,7.364011,8,1,1,0,0,107.5286,1520.458929,0,0
22385,5,45,146518.2,0,3.948867,10,3,1,0,1,142.4689,4831.131738,1,0
1827,0,22,84232.11,0,10.2831545,6,1,0,0,0,179.965581,985.6286855,0,1
38443,1,82,45664.79,1,11.53924648,14,1,1,0,1,172.455519,464.4748418,0,1
3080,2,89,49328.41,0,5.231391,13,0,1,0,0,137.4686,5869.077797,0,1
8851,3,62,17947.55,0,7.569971,14,0,1,1,1,235.1591,1345.843812,0,1
3745,0,47,68899.06,0,6.537182,12,3,1,0,0,182.4833,5764.291132,0,1
16019,5,60,44650.63,1,5.521606,13,1,1,0,1,174.9882,1228.5527,1,0
38839,1,76,9898.75,0,4.323681,11,1,0,0,1,182.4433,6031.932533,1,0
24580,5,25,34364.84,0,10.76239,14,1,0,0,1,147.4713,1292.562403,0,0
14323,3,66,17812.53,0,7.626965,13,1,0,1,0,149.9776,4847.690335,0,0
223,8,29,16367.17,1,6.006898,14,0,0,1,0,184.9634,2710.705946,1,0
58,4,89,64651.67,0,7.352338,11,0,0,1,1,220.1149,2168.702608,1,0
865,1,32,67354.4,1,6.965079,10,2,0,1,0,149.9447,2281.632997,1,0
36293,1,42,63482.69,0,13.24331,10,1,1,0,0,107.482,4556.968246,1,0
13549,3,32,26473.71,1,10.89250998,23,0,0,0,0,192.48852,1257.976073,0,1
2956,1,88,27192.54,0,14.00066,15,1,1,1,0,152.4624,4738.397058,1,0
39,4,52,77291.95,1,11.9086306,13,0,0,0,1,139.951231,794.9581116,1,0
956,4,21,66357.52,0,16.09553,13,0,0,0,0,147.4564,1076.991137,1,0
336,0,32,90075.68,1,10.68049,13,1,0,1,0,142.4713,2698.307074,1,0
1159,2,65,37445.32,1,7.947973086,15,1,0,0,1,214.966286,1036.324728,0,1
34642,0,29,32937.96,0,12.48146,9,1,0,0,1,202.4433,5853.398686,0,1
628,1,64,32321.93,0,14.61724,14,0,0,1,1,242.6143,6445.031985,0,1
2123,0,86,34962.75,0,13.14495,14,0,1,0,1,177.4876,6678.820787,1,0
9774,4,78,21637.87,0,8.405153,10,0,1,1,0,139.9568,6123.243244,0,1
396,0,74,17982.42,1,7.637367057,9,1,1,1,0,129.976324,418.3354904,0,0
46589,1,63,53817.02,1,13.34913229,10,1,0,0,1,147.442069,310.1585772,0,1
46875,5,45,26072.74,0,12.1069,15,1,1,1,0,152.4624,1238.459696,1,0
3515,0,72,6527.16,0,9.501931,9,2,0,0,0,144.9607,4606.446472,0,1
32572,2,64,23000.55,1,5.6162,10,1,1,1,0,184.9853,570.4516207,0,1
4180,0,38,38947.81,0,14.64391,15,1,0,0,1,172.4567,4607.641291,1,0
1121,4,72,19685.04,1,15.8001,12,0,0,1,0,174.9768,1965.462483,1,0
245,1,63,11247.62,1,10.35743,13,1,1,1,0,172.4624,1116.289401,0,1
5005,10,55,66610.31,0,2.081733,16,0,0,0,0,144.9607,6247.176227,0,1
671,0,89,93474.78,0,10.06,11,0,0,0,1,139.9979,4622.680672,0,0
2732,1,87,52639.57,1,10.21389,13,1,0,1,1,255.1198,6000.369501,1,0
7753,3,44,62383.84,0,0.9003326,12,2,0,0,1,169.9378,874.5896088,0,1
18722,6,35,3050.98,0,8.242312444,10,2,1,1,0,162.452604,1712.040252,0,1
4083,1,20,25167.86,0,12.43508,13,2,0,1,1,255.1372,5932.37794,0,1
5182,3,63,61481.0,0,11.45306,9,0,0,0,1,139.965,6509.495708,1,0
35054,1,63,22643.63,0,9.42255,14,1,0,0,0,112.4844,4633.969478,0,0
17141,0,74,63404.51,0,7.689755,13,1,0,0,0,124.9643,5559.842937,0,1
726,2,53,68697.59,1,9.186841,10,2,0,1,1,200.1185,1254.551808,1,0
45910,1,82,28423.59,0,2.478962,13,2,1,1,0,132.4798,1109.204756,1,0
5264,3,21,92155.37,1,12.97945,5,2,0,1,0,192.4404,1538.887965,0,1
165,8,39,36501.12,0,13.19515,17,0,0,1,0,184.967,827.0229817,0,1
