Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,OnlineSecurity,StreamingTV,StreamingMovies,MonthlyCharge,Bandwidth_GB_Year,InternetService_DSL,InternetService_Fiber Optic
143,1,25,60004.11,0,10.79749,13,0,0,1,0,129.9621,5075.832913,1,0
20765,3,59,126572.7,0,8.921223,10,0,0,1,0,172.4871,6369.806909,0,0
3671,1,21,53863.95,1,10.70363,15,3,1,1,0,175.0048,1502.652508,0,0
728,4,32,12226.89,0,10.47687,9,0,1,1,0,187.4847,3798.942746,0,1
74971,1,88,62359.81,0,10.26897415,15,0,1,0,1,162.482694,844.8711719,0,1
7655,1,52,15934.12,1,4.255224068,12,0,0,1,1,275.133571,2677.74041,0,1
40837,3,60,15137.08,0,10.21358,14,2,0,0,1,179.9476,1143.379552,0,1
574,4,81,26031.22,1,6.884662093,15,2,0,0,1,159.965008,722.0878256,0,1
1215,6,81,62613.43,0,11.44144,13,1,0,0,0,134.9509,5499.748153,0,1
8823,8,37,8054.38,0,9.159402,12,0,0,1,0,184.967,6191.698375,0,1
15033,0,83,46154.17,0,10.44249511,13,1,1,0,0,130.024412,1445.752781,0,0
3211,3,65,57778.05,1,12.1464948,14,1,0,1,1,207.638588,1177.735155,0,0
24438,1,35,52129.84,1,9.513085538,10,1,0,1,1,267.642733,1662.510936,1,0
68,2,22,43665.61,0,7.99375,15,1,0,1,0,152.4579,5147.07499,1,0
378,1,30,23927.18,0,13.07212,10,0,1,0,1,217.484,5655.54142,0,1
37727,0,24,41699.57,0,7.956304,14,1,0,0,0,124.9607,4741.134235,1,0
22744,0,43,32017.56,0,14.66079,10,1,0,1,0,162.4538,1069.09373,1,0
15400,4,80,102633.9,0,10.66271,9,1,1,0,0,127.4958,4836.771242,0,1
551,2,74,95188.95,0,1.144796,12,1,0,0,1,174.9699,6447.106744,1,0
5706,1,52,18846.68,0,11.51417,10,1,1,0,0,147.4783,5730.642149,0,1
21480,2,34,33426.12,0,8.885438,10,2,0,0,0,114.9509,3041.355145,1,0
490,2,43,42589.53,0,5.287479,14,1,0,1,1,197.6288,5510.361577,0,0
8409,7,19,48531.85,1,5.985983,13,0,0,1,1,220.1478,1794.594938,0,0
871,4,82,38585.6,0,12.38931,9,2,0,0,0,167.4564,1508.478673,0,1
7527,3,44,15944.32,1,9.724391204,18,0,0,1,0,129.948316,1048.919831,1,0
201,0,25,21795.9,0,7.456656063,10,1,0,1,1,220.161527,1780.064534,0,0
14989,0,31,23191.81,0,9.894645,11,0,0,1,1,220.1149,4839.25878,1,0
1767,4,66,118179.2,1,12.48633,8,3,0,1,0,182.4676,775.6207448,0,1
2800,2,79,8328.28,0,13.71415,16,1,0,1,0,169.9447,1458.177149,0,1
25059,4,51,18357.76,0,16.95979,11,2,0,0,1,149.9707,3992.137613,0,0
0,0,36,32617.88,1,3.630705,10,0,1,1,0,187.4673,1420.169187,1,0
968,1,43,30898.32,1,7.713017,12,1,0,1,1,235.1372,1206.875735,1,0
37377,2,48,72425.99,0,10.5195,11,0,1,1,0,154.9755,5185.231247,1,0
20449,2,34,74679.84,0,11.64836306,11,0,0,0,0,124.960655,1269.836202,1,0
1112,9,54,63005.71,1,15.13468172,14,2,1,1,1,277.63748,1053.415573,0,1
1912,6,31,48175.44,0,8.049492,15,2,0,1,0,172.4871,4858.775977,0,0
22447,0,57,8085.85,0,8.415407057,11,3,1,0,0,82.496547,305.7666287,0,0
5188,2,63,22466.53,0,7.799780591,13,1,1,0,0,137.497825,1381.538548,0,0
919,2,80,15954.73,0,11.10415,6,1,0,0,0,92.45514,4309.391711,1,0
6,0,71,41676.3,1,9.800684,12,4,0,1,0,192.4404,768.3006696,0,1
29154,1,24,10927.09,0,5.073443,12,1,0,0,0,160.0122,5218.302234,0,0
2093,5,37,47101.05,0,8.136004,11,1,1,0,0,114.9728,6210.519966,0,1
642,0,38,20179.28,1,6.955194,11,0,1,0,1,187.4974,1117.725477,1,0
6533,0,32,59646.13,0,13.34933,14,0,0,0,1,192.4567,3850.216289,0,1
146,1,37,28711.17,0,8.567386,10,1,0,1,0,192.4404,5471.040392,0,1
607,4,78,28937.89,0,8.950709439,10,1,1,1,0,154.961766,1831.930109,1,0
678,0,81,73761.25,0,6.47772,13,0,0,0,1,172.4705,5004.005579,1,0
2453,0,48,6969.6,0,16.53335,11,3,1,1,1,235.1591,6532.437967,0,1
1414,0,82,14510.63,1,11.54422,13,4,0,1,1,200.1323,4761.06852,1,0
1096,0,86,24266.04,1,7.779828793,15,0,0,1,1,210.105118,2275.888923,1,0
3096,0,51,40202.64,0,9.687823,12,0,0,0,1,147.4713,4034.305669,0,0
6592,3,68,32605.98,1,8.850497,9,2,0,1,1,287.6427,6264.921287,0,1
1733,0,33,13599.19,0,7.645128,10,1,0,1,0,169.9447,5971.515636,0,1
4689,1,34,25206.38,0,7.205236,15,2,0,1,0,162.4676,6608.716989,1,0
2525,4,79,29254.96,0,13.64677,17,0,0,0,1,159.9476,6033.647017,1,0
24871,0,81,1179.53,1,11.14827,13,2,0,0,1,202.4433,1988.072662,0,1
8706,0,38,33714.3,0,10.06634813,20,2,0,0,0,124.97808,639.5093519,0,1
0,2,26,44343.75,0,9.817377,18,0,0,0,0,147.4601,6104.035524,0,1
23770,1,20,50934.88,0,9.299530649,9,1,1,1,0,132.466002,1333.027522,1,0
5557,2,58,29950.17,0,8.468778,13,0,1,0,0,127.482,897.0780053,0,1
1889,0,50,10560.99,0,11.31448,12,0,0,1,0,117.4858,5218.637314,0,0
41387,2,38,30023.57,0,7.660265,10,0,0,0,0,102.4746,1003.68472,0,0
12672,0,38,54832.87,0,12.79698,12,2,0,0,1,149.9707,1958.648355,0,0
48990,0,82,14185.42,0,12.13702885,9,2,1,0,0,149.977753,292.4731737,0,1
492,3,85,72791.51,0,9.218716,12,2,0,0,0,179.9656,589.6981979,0,1
0,2,70,89705.73,0,10.38278,13,0,0,1,1,175.1331,5478.186769,0,0
868,2,67,22506.18,0,10.57287,11,1,0,1,0,152.4579,5547.79964,1,0
27734,0,30,4631.67,1,6.383836,14,0,0,1,1,232.624,2099.171991,1,0
2725,3,26,19920.22,1,9.531669,15,2,0,1,1,230.1051,2095.701636,0,1
13133,3,42,83543.98,0,13.06108,12,2,0,1,0,129.9621,6589.069717,1,0
6902,0,59,42450.26,1,11.96125,7,1,1,1,0,152.4624,1060.105051,1,0
1364,4,59,41372.75,0,7.095451,16,1,0,1,1,232.6378,6244.841283,1,0
21743,4,84,31430.08,0,10.62065,12,0,0,1,0,137.4684,5621.654767,0,0
50328,2,24,22257.83,0,10.66071,18,3,0,1,0,152.4441,1871.35466,1,0
32526,0,80,35175.65,0,14.03161,6,1,1,1,0,132.466,5640.593251,1,0
117,0,24,66702.94,1,12.9605554,12,1,0,1,1,242.657291,2072.561109,0,0
21739,0,83,24984.03,0,6.749113,8,2,0,1,1,207.6094,4308.793771,0,1
633,2,64,7396.95,0,13.51253,16,2,1,1,0,152.4798,1158.054054,0,1
16405,0,28,10533.21,1,12.32574,12,1,0,1,0,149.9447,1388.550492,1,0
20193,1,86,50231.4,0,8.707823904,18,1,1,0,1,162.482694,508.7637913,0,1
10720,0,33,11810.84,0,9.949737,16,1,0,0,0,124.9781,5361.461661,0,1
64,1,71,23856.19,1,7.636536,11,1,0,0,1,127.4421,890.2145776,1,0
33,0,58,13090.39,0,3.484308,13,0,1,0,0,147.4783,3951.955674,0,1
25710,2,45,60915.52,0,9.039072,11,2,1,0,1,172.4555,5484.119427,0,1
4082,3,61,50676.79,0,14.47735,7,0,1,1,0,187.4847,4245.941407,0,1
19747,0,71,48628.18,0,9.836612,13,1,1,0,1,204.961,4032.926983,0,1
145,0,83,97763.56,0,11.02021,9,1,1,0,0,149.9778,458.1425479,0,1
1067,0,53,19734.93,1,9.326261,11,1,0,0,1,159.9476,820.0487803,1,0
10821,5,76,23841.62,0,13.20709,15,0,0,0,1,147.4421,1438.080654,0,1
14634,1,66,35965.27,0,7.156605,13,3,1,0,0,160.0013,5449.052305,0,1
744,0,70,37518.71,1,9.543357026,8,2,0,1,0,172.457857,1144.050351,0,1
21681,3,22,3109.66,1,18.31879,6,4,1,1,1,245.1283,2674.664142,1,0
3033,1,36,33929.5,0,10.63565,12,1,0,1,0,182.4676,1204.76304,0,1
1423,0,52,16851.94,1,10.95510131,11,0,0,0,1,194.999168,2007.303617,0,0
1431,0,43,6825.46,0,12.84155,15,1,0,1,1,207.6386,5122.454947,0,0
3826,0,52,25046.32,0,10.95526,11,3,0,0,0,137.4872,5817.251946,0,1
10790,1,40,15503.73,1,15.33231,15,0,0,0,1,172.4567,4050.379301,1,0
583,3,59,22445.76,1,6.958282,8,0,1,0,1,162.4653,4794.505137,1,0
21792,1,32,22533.05,1,13.53989069,13,1,1,1,1,245.145743,1204.479468,0,1
7033,2,31,47944.46,0,11.11418795,10,0,0,1,0,172.440432,1552.772876,1,0
27698,1,88,3810.16,0,4.550449856,17,2,1,0,0,115.002061,283.39178,0,0
2103,2,33,33504.33,0,10.36695,16,2,1,0,1,184.9647,1410.343155,0,1
35270,1,30,20108.49,0,11.17686,18,1,1,0,0,147.4783,4089.200279,0,1
5424,2,71,115681.5,0,11.09637,9,1,1,0,0,127.525,396.3110471,0,0
261,4,73,20354.78,0,12.02191,8,0,0,0,1,182.49,5514.862549,0,0
500,1,44,25532.43,0,11.43322,12,2,0,1,0,117.4392,1381.204928,1,0
1171,1,76,27144.01,0,10.38318,16,1,0,0,0,92.45514,4324.605332,1,0
3089,1,44,39504.22,0,5.92932879,13,2,1,1,0,144.988941,1407.682723,1,0
61860,0,41,67694.49,0,7.746416,14,0,0,1,0,169.9447,5367.181608,0,1
895,4,41,12003.33,1,12.54780492,11,1,1,1,1,255.141716,1125.581944,0,1
369,7,74,14744.58,0,14.67896,13,1,0,1,0,152.4441,6093.493249,1,0
3834,4,55,49421.69,0,10.29380879,12,3,1,0,1,217.483972,2220.255405,0,1
19569,3,81,40071.46,0,9.519732,18,0,0,0,1,172.4567,5586.760819,1,0
19735,4,79,113254.1,0,11.00449,19,2,0,1,0,149.9621,5487.786212,0,1
49870,2,88,23319.4,0,11.23294,16,0,1,0,1,162.4653,6517.6079,1,0
20940,4,64,71721.17,0,14.71733435,14,3,0,1,0,169.944668,1507.046722,0,1
1272,3,72,21574.46,1,12.41943,15,1,0,1,1,220.1615,4086.565,0,0
523,4,77,20637.36,1,8.711448,17,2,1,0,1,217.4702,943.0894026,0,1
517,0,58,15635.34,0,14.6305,13,2,0,1,1,187.6094,6078.982231,1,0
1741,3,32,41207.42,0,9.044706,13,1,0,1,0,162.4538,2303.354723,1,0
3880,3,50,66341.45,0,8.25327,11,0,0,1,0,137.4392,4639.229318,0,1
1839,2,67,80127.15,0,7.583881177,16,0,1,1,0,152.466002,1630.52375,0,1
1660,3,42,9922.11,0,6.824295,16,1,0,1,0,159.9349,5547.914544,0,1
55937,0,78,45433.92,0,10.83111,16,1,0,1,0,169.9447,5300.449639,0,1
99,1,58,87535.71,0,8.54892416,15,0,1,1,0,119.95684,1456.887443,1,0
55210,0,43,20037.47,0,8.793558,21,0,0,1,0,169.9447,4975.669515,0,1
16578,2,61,78748.75,0,7.292793,15,1,1,1,0,120.0035,514.2333467,0,0
1372,0,18,44844.68,0,12.85748,14,0,1,0,0,127.4783,1024.393039,1,0
9974,2,21,13131.39,0,11.77423,16,1,0,0,1,169.9378,1136.966259,0,1
2703,1,47,93137.85,0,13.96763,16,2,1,0,0,150.0208,1139.265638,0,0
1098,1,87,38131.01,0,6.185475,10,1,0,0,1,179.9476,3354.624637,0,1
204,1,63,6025.06,0,12.99584,10,3,1,0,1,217.4702,4863.296508,0,1
69,0,25,73082.67,0,13.14633,11,0,0,0,1,182.4433,5655.241249,1,0
9286,4,63,51589.54,0,8.267266,13,0,0,1,0,169.9447,4129.91655,0,1
25,1,43,44039.11,1,11.02812,14,1,0,1,0,172.4579,1373.225547,0,1
5,0,31,31609.92,1,8.776267,11,2,0,1,1,220.1478,736.3553892,0,0
1399,1,56,33347.57,0,11.61846,12,0,0,0,1,194.9525,6518.028513,1,0
3667,3,22,47910.59,0,8.358218,13,3,0,0,1,149.9378,5428.595513,1,0
778,1,23,30756.71,0,11.07762,10,0,0,0,0,157.4836,1338.084542,0,1
17733,2,32,10843.0,0,9.869142,14,1,1,0,1,187.4974,6228.991967,1,0
8208,4,88,29720.95,0,14.03281402,11,0,1,1,0,142.499263,840.5098283,0,0
673,0,87,41531.03,0,7.045552801,13,2,1,0,1,142.482694,1181.991846,1,0
222,1,19,3379.82,1,12.36091,10,0,0,1,1,242.6435,2616.565517,0,0
26473,2,52,4048.78,1,10.85527,19,1,0,1,1,242.6143,911.7679224,0,1
186,0,38,21939.65,0,12.72643,8,2,0,1,1,242.6435,6104.958036,0,0
4013,0,89,24239.77,0,11.26271,11,1,0,0,0,92.5018,4831.925127,0,0
12,2,60,25939.02,1,8.084497,12,1,1,0,1,149.9598,1209.433597,0,1
30253,2,51,102431.3,0,7.348999,8,2,0,0,0,127.4601,4702.945848,1,0
2564,2,41,52050.69,1,11.79444395,16,1,0,1,1,275.133571,1615.418802,0,1
1659,0,43,59563.85,0,8.739705,17,0,0,1,1,232.624,5724.812194,1,0
151,4,86,74321.03,0,11.1117,6,3,0,0,1,182.4608,3965.422778,0,1
46,0,25,73571.78,1,4.391327,11,0,1,1,1,200.1465,1280.711037,0,0
152,9,76,25114.38,1,9.473029,15,1,0,1,0,192.4404,882.4522754,0,1
18820,4,80,49646.02,0,11.63026,17,1,0,0,0,179.9794,5867.544803,0,1
133,1,65,42953.62,0,15.44335,12,3,0,1,1,240.1149,6434.683847,0,1
3223,5,47,4986.92,0,7.853321,11,2,0,0,0,112.4551,4534.558824,0,1
2348,4,60,3850.53,0,8.608975,11,1,0,0,0,159.9794,1361.469601,1,0
3812,2,70,61779.92,0,11.40578,12,2,0,1,1,240.1149,5525.488035,0,1
834,1,18,38479.29,0,8.189755,13,0,0,1,0,129.9621,6483.815487,1,0
1903,0,26,61210.24,0,12.68725,15,3,0,1,0,117.4858,4129.318617,0,0
14676,2,36,11450.5,0,15.35378,9,1,0,1,0,149.9447,5141.180261,1,0
8725,1,31,11332.09,1,6.827972,11,1,0,1,1,207.6094,1643.441405,0,1
221,2,48,21064.75,0,10.4962468,11,1,1,0,1,149.959755,771.6292755,0,1
33875,0,52,30227.9,1,9.63933,19,2,0,0,1,182.49,1058.595152,0,0
16515,1,53,26921.3,1,9.831078,9,2,1,1,1,222.6326,5553.582983,1,0
402,8,48,40982.78,1,8.494651,15,0,1,1,1,245.132,1677.870071,0,1
1073,0,87,14405.88,0,7.65097,14,1,0,1,1,212.6415,6205.78959,1,0
1753,1,30,17739.09,1,12.15506,18,1,0,0,1,194.9663,1418.327071,1,0
15261,1,83,63881.41,0,10.8116,13,0,1,0,0,117.4686,6273.600277,1,0
23160,2,67,52212.6,0,9.109236,15,0,0,0,1,149.9845,5352.745495,0,0
1640,0,45,28847.47,0,11.28389,10,0,0,0,0,125.0073,4968.328024,0,0
17,2,34,38594.57,0,11.81333,15,1,1,0,1,152.4884,5403.227013,0,0
828,3,74,109366.11,1,9.309881954,16,0,1,1,1,225.131966,1464.182884,1,0
711,4,87,10311.58,0,8.315119,9,1,0,0,0,112.4551,3170.023123,0,1
925,0,74,52053.5,0,7.511184,9,1,1,0,0,195.0062,5527.711581,0,1
149,1,50,45196.73,0,10.30116,17,0,0,1,0,172.4579,733.0960018,0,1
1861,9,33,64397.56,0,9.489541639,16,1,1,0,1,142.515576,1729.34277,0,0
1460,10,39,10098.02,0,14.93874,17,1,0,0,0,124.9643,5885.410472,0,1
11846,0,19,35980.24,0,13.54628,4,0,0,0,1,169.9671,2722.383309,0,0
0,0,87,18148.08,1,11.04506,13,2,1,1,1,235.1555,2757.839041,1,0
18141,1,60,36643.74,0,13.36184,11,3,1,0,0,137.4686,459.9710645,0,1
44352,5,70,117890.3,0,12.50156,13,1,0,0,0,147.5031,6056.024801,0,0
20193,4,47,57304.51,0,9.880673,9,2,0,0,0,144.9607,5837.262258,0,1
2958,0,26,11249.18,1,8.90345193,14,0,1,1,1,257.63748,2062.605873,1,0
5184,1,45,50159.71,0,14.12411,15,0,0,1,0,172.4404,1551.718247,1,0
1680,0,74,11222.72,1,7.228077,15,1,1,1,0,164.9889,1104.302871,0,1
6138,2,77,36678.72,0,10.35866414,4,0,0,1,0,152.44408,3088.823891,1,0
2297,3,27,20372.35,0,14.82711414,16,2,0,0,0,144.960655,577.1451549,0,1
1104,6,27,74305.5,0,6.975482,14,0,1,1,1,222.65,4856.923385,0,1
4308,2,81,18531.6,0,11.8535,13,0,1,0,1,184.9647,3717.758451,0,1
11097,3,84,129137.2,0,12.77231,9,1,1,0,0,162.497,6197.152457,1,0
22187,4,33,37615.69,0,17.80133,10,2,1,1,1,242.6326,1620.308367,0,1
714,4,39,50666.54,1,4.88644359,6,0,0,1,1,240.114868,1877.852717,0,1
585,0,89,35559.68,0,8.845809,17,1,1,0,0,162.5299,5824.23881,0,0
4799,6,47,24395.72,0,10.11921,10,1,0,0,0,104.9781,6349.768903,1,0
41743,0,60,18612.45,0,9.096632,11,0,0,0,0,105.011,4301.135534,0,0
13569,3,24,22358.24,0,11.49192,14,2,0,0,0,192.4885,2063.282237,0,1
239,4,43,14233.75,0,8.080637,5,4,0,0,1,137.4616,1099.38854,0,0
61509,0,56,20070.17,0,6.486151578,11,1,1,1,0,142.452604,2044.73861,1,0
7257,0,70,24188.41,0,9.341105,11,3,0,0,0,114.9976,5334.884836,0,0
21282,3,30,34393.76,0,8.763640466,8,2,1,1,1,232.622804,2299.047664,0,1
1253,1,34,27450.8,0,9.403453,13,2,1,1,1,245.1457,1501.794265,0,1
240,0,54,23918.86,0,12.09121,7,1,1,1,0,152.466,498.8080579,0,1
364,1,37,6464.45,0,13.7578,11,4,1,1,0,197.4945,5504.661312,0,1
4553,2,32,105986.5,0,9.327242,15,6,1,0,0,127.482,5774.248908,0,1
48969,1,76,55843.59,0,8.279436,15,1,0,1,0,129.9483,5161.60863,1,0
14601,0,44,13476.42,0,5.93299,11,0,0,0,0,127.4738,983.1469135,1,0
38835,1,19,45594.27,0,6.125568,15,1,1,1,0,162.4526,1209.751161,0,1
1488,4,30,100050.0,0,14.12923,17,2,0,0,1,147.4421,6042.586728,0,1
6852,1,48,41299.07,1,11.97677,13,1,0,1,1,197.6288,1274.638992,0,0
171,1,43,17724.54,0,11.96023,15,1,0,0,0,147.4564,991.5989798,1,0
1105,4,26,18620.79,0,4.989775216,16,0,1,0,0,149.974105,2245.475959,1,0
5284,2,34,28365.3,0,11.05132,12,2,0,1,0,137.4392,5416.499305,0,1
3433,1,43,37327.76,0,11.42906,11,1,0,0,0,124.9643,4737.057384,0,1
49487,1,38,30216.55,0,19.01629,13,1,0,1,1,255.1665,4953.439647,0,0
51045,4,81,42530.46,1,9.512708,14,5,0,1,1,212.6415,1263.539898,1,0
190,0,19,27756.42,0,9.965984,15,1,0,0,0,124.9643,5837.932606,0,1
98,2,18,9961.23,0,16.08459,13,0,0,0,0,124.9781,1759.464436,0,1
7751,4,85,3640.46,0,5.837482,11,1,0,0,0,104.9643,1399.828665,1,0
11147,1,70,30281.73,0,14.1675,10,0,1,0,1,162.4689,5046.115879,0,1
586,0,62,57667.78,1,10.59311,11,0,0,1,0,192.4404,2120.230349,0,1
155,0,38,11014.98,1,9.062879297,11,2,0,1,1,210.138,1403.270091,0,0
2625,2,82,24128.19,1,10.53533,9,1,0,0,1,162.4937,924.1809843,0,0
109,2,34,56733.5,1,11.8323,9,1,0,0,1,227.4754,1849.418149,0,1
1126,2,49,33620.38,0,9.83612847,8,0,0,0,0,124.97808,758.8338668,0,1
1215,0,54,26701.99,0,8.275925,9,0,0,1,1,230.1051,5031.554237,0,1
321,7,59,45395.08,1,7.659602,10,1,1,1,1,270.1604,2408.542735,1,0
7993,2,30,102928.6,0,9.395737,14,2,0,1,1,187.6094,6503.605593,1,0
585,0,34,64868.33,0,6.131562,12,1,0,0,0,117.4872,777.0645087,1,0
5886,1,45,37583.97,0,11.32768159,11,1,1,0,0,114.972827,373.2772664,0,1
13744,0,53,41900.38,0,10.72665,8,1,1,1,0,129.9763,5499.615826,0,0
592,7,18,42841.97,0,8.682296,16,1,0,1,1,220.1478,5747.654271,0,0
5012,4,77,22842.54,1,9.343359,5,0,0,1,1,220.1478,1058.563314,0,0
1831,2,21,32423.61,0,12.7185,17,1,1,0,1,162.4653,1810.906541,1,0
558,5,41,70972.38,0,11.37766,10,0,0,0,1,149.9707,5220.600311,0,0
7016,0,24,108072.0,0,4.41507,10,0,1,1,0,142.4993,5911.270713,0,0
949,3,40,35849.72,0,14.35913,9,1,0,0,0,137.5165,1207.830056,0,0
497,1,30,74373.82,0,9.896211,7,0,0,0,0,192.4885,693.5913883,0,1
635,6,61,68395.96,0,13.88653,19,1,0,1,0,162.4538,6172.259045,1,0
8226,3,49,49708.08,0,8.239255,15,2,1,1,1,235.1884,4951.211643,0,0
4901,2,69,43374.14,0,12.98864,16,1,0,0,1,162.4608,5921.944651,1,0
2400,0,75,52626.1,0,10.84557,15,0,1,1,0,152.466,5839.250864,0,1
31607,3,26,61773.61,0,3.93506187,12,1,0,1,0,139.934918,1698.876321,1,0
9718,6,89,90596.15,0,7.899801255,11,2,1,0,0,159.987503,879.9008247,0,1
30734,4,78,38511.78,0,6.423763,16,1,0,0,1,227.4754,4838.973661,0,1
1148,7,69,26803.44,0,7.024192,14,2,1,1,1,222.6362,2353.339235,0,1
648,7,44,29391.86,0,3.925298,6,1,0,0,1,149.9845,5877.226772,0,0
3149,6,66,14910.59,0,12.60775,10,2,0,1,0,149.9621,1443.47725,0,1
90,0,19,21316.31,0,12.89776,12,0,0,1,1,187.656,6187.589564,0,0
4489,5,83,28019.03,0,8.312154,15,1,0,1,0,129.9483,5998.804194,1,0
770,4,76,13741.46,0,13.84188,11,1,0,0,1,182.4608,6129.960354,0,1
15,1,49,30638.08,1,9.208445,14,0,1,1,0,194.9581,773.5217752,0,1
6394,2,26,10114.81,1,16.31017089,16,1,1,0,1,229.993134,897.5919144,0,1
2763,0,47,29987.1,0,12.87227,8,0,1,0,1,184.9785,5858.143246,0,1
9339,0,43,31178.25,0,4.223341,14,3,0,0,1,172.4705,5260.340951,1,0
69589,3,20,53680.57,0,13.65034,9,0,1,1,1,245.175,5231.660184,0,0
49694,1,65,42200.42,0,15.52293,11,4,0,0,0,147.4564,4002.030513,1,0
271,1,38,97592.52,1,9.699996141,11,0,1,1,0,194.958118,1553.013845,0,1
10274,8,22,22023.11,0,7.86736,13,1,1,1,1,202.65,7158.98153,1,0
7722,3,26,25502.9,1,8.709293,12,1,0,0,0,124.9607,1193.722344,1,0
1800,3,44,26130.78,1,4.539566699,8,2,0,1,1,242.657291,1256.287854,0,0
8831,1,58,22507.15,0,12.16368,11,1,1,1,0,155.0084,5513.184333,0,0
1134,0,25,22821.11,0,15.25427,17,0,1,0,0,140.0049,5351.73548,0,1
21609,0,81,55565.75,0,7.200426,13,0,1,0,0,152.5104,5913.125552,1,0
1868,0,83,54073.62,0,11.16039,11,1,0,1,0,194.9768,5270.685618,0,1
40290,3,45,31486.98,0,7.401544,11,1,0,0,0,134.9509,1661.330631,0,1
372,1,70,27990.52,0,8.304302989,12,1,0,0,1,172.47417,1884.50089,0,1
13712,4,39,19869.24,0,13.34793,8,2,0,0,0,192.4885,5385.46775,0,1
5643,2,27,56077.86,1,5.736246,14,3,0,1,1,230.1344,1197.221097,0,0
671,1,41,25373.72,0,9.094714,14,1,0,0,0,160.0122,5988.775784,0,0
192,0,77,53562.86,0,8.936042397,11,2,1,1,0,152.479779,1813.614194,0,1
31990,3,28,68631.52,0,6.146665,10,1,1,0,0,114.9728,411.9057225,0,1
24304,2,28,29743.38,0,14.77223,10,1,1,0,0,139.9875,1606.733876,1,0
1069,3,74,135171.31,0,4.789435489,10,0,0,0,0,144.960655,677.1757219,0,1
1455,4,72,24402.91,0,8.968177,14,3,0,0,0,117.4872,5291.226692,1,0
32261,1,81,12944.18,0,11.34192,8,0,0,0,0,147.4738,4725.259403,0,1
16398,4,81,65315.4,0,9.956429,12,0,1,0,0,137.4686,494.8412692,0,1
535,1,70,38566.88,1,7.062036,8,0,0,1,1,255.1336,2600.878739,1,0
30762,10,88,1469.25,0,6.91129,14,2,0,0,1,172.4567,4046.188443,1,0
2270,2,29,82080.92,1,10.04784815,13,2,0,1,1,200.132293,2271.84102,1,0
23116,1,69,55779.85,0,9.273413,8,0,0,0,1,149.9378,4474.612868,1,0
2713,3,27,29924.06,1,6.583497,16,0,1,1,0,119.9568,1189.261161,1,0
7011,1,59,23804.97,1,10.1896,11,0,0,1,1,210.1518,724.2830732,0,0
11396,3,22,19269.56,0,11.99626,12,1,0,1,1,242.6143,5260.656937,0,1
60,0,30,12942.35,0,9.110263,10,2,1,1,0,139.9568,5393.585005,0,1
1704,0,85,93561.74,1,7.94076683,12,1,0,0,1,182.446995,942.5247889,0,1
4982,2,26,60398.06,1,10.90517581,10,2,1,0,1,174.974431,1316.239744,1,0
1702,0,74,51354.08,0,9.635516,19,1,0,0,1,169.9378,663.9805561,0,1
694,1,32,58887.16,1,16.42306,8,0,1,1,1,265.1283,981.7181093,0,1
1536,3,42,12236.83,0,12.9493,8,0,0,1,1,235.1372,5638.778543,1,0
8778,3,37,58783.8,0,9.059994,12,2,1,1,0,119.9568,5789.007701,1,0
660,2,64,14644.85,0,9.882078,8,0,1,1,1,235.1417,6543.668076,1,0
10429,0,39,49512.78,0,13.87808,9,0,1,1,0,184.9853,6201.748972,0,1
830,0,26,33602.96,0,5.439572058,6,0,0,0,1,194.999168,1557.923129,0,0
131,1,26,44022.7,0,13.20324,13,0,0,1,0,159.9642,4974.850117,0,0
3109,4,22,82714.05,0,8.231804,15,1,0,0,1,182.4433,6102.523323,1,0
5835,2,64,54315.92,0,9.805529,12,1,0,0,0,137.4698,1705.410653,1,0
183,0,83,9396.05,0,12.55328,8,2,0,1,0,139.9678,991.6943982,0,0
1015,1,35,26501.33,0,11.85362,11,0,0,0,1,159.965,4933.193936,0,1
2350,1,58,20514.4,0,10.41502,10,0,1,0,1,164.9785,5274.06662,1,0
20501,4,39,38759.29,0,4.527242,15,1,0,0,1,192.4567,939.6683701,0,1
34,1,77,32854.92,1,6.482152,11,1,0,1,1,187.6094,1892.964163,1,0
923,2,84,24149.71,0,8.245283,13,1,0,0,0,172.4885,6343.107984,1,0
1565,3,23,17306.82,0,6.847776,12,0,0,1,0,172.4733,1284.333326,0,0
1043,1,30,44881.42,0,9.898238,15,1,0,0,1,127.4887,1961.987049,0,0
11237,1,85,146600.8,0,15.991,12,1,0,0,0,137.4836,5738.897418,1,0
25475,2,71,16028.17,0,10.79407,13,2,0,1,1,267.6427,6713.081591,1,0
6871,2,70,25019.9,1,11.34236064,12,0,1,1,0,172.462354,1782.747566,0,1
433,8,24,34544.45,0,16.38667,16,1,1,1,1,257.6375,5920.52411,1,0
3112,2,36,45399.13,0,10.60927,11,0,0,0,0,114.9976,4070.801017,0,0
193,3,43,37461.71,1,10.95773,14,1,0,1,0,162.4538,1360.253379,1,0
18074,0,34,99071.31,0,4.725514,9,0,0,0,0,104.9643,5420.429624,1,0
637,4,81,74294.77,0,9.491983,8,0,1,0,0,104.9923,4639.169217,0,0
35743,0,22,15137.93,1,13.156514,6,0,1,1,1,242.632554,1412.736809,0,1
1020,0,31,87147.55,1,9.947737,16,1,0,1,0,204.9634,880.3136958,0,1
19669,4,59,25519.91,1,12.8219418,12,1,0,1,1,240.114868,2464.577489,0,1
861,0,83,6921.31,0,10.61597,15,1,1,0,0,107.4958,4279.718136,1,0
